Additional file 4 L-DMR IDOL library ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,chr,start,end,Cell_min,cell_max,cell_mean,Cell_deconv,CD8T,CD4T,NK,Bcell,Mono,Neu,Type,Probe_rs,Probe_maf,CpG_rs,CpG_maf,SBE_rs,SBE_maf,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,Phantom4_Enhancers,Phantom5_Enhancers,DNase_Hypersensitivity_NAME,DNase_Hypersensitivity_Evidence_Count,Methyl27_Loci,Methyl450_Loci,function_group,distance,nearestGeneSymbol,nearestTranscript
cg14139038,chr1,209877340,209877341,0.042645661,0.769330097,0.312602973,Neu,0.260971279,0.114728702,0.42805752,0.259884583,0.042645661,0.769330097,II,NA,NA,NA,NA,NA,NA,,OpenSea,HSD11B1;HSD11B1;HSD11B1,,,chr1:209877265-209877510,3,,,TSS1500,794,HSD11B1,uc001hhk.3
cg14158710,chr6,24937034,24937035,0.026042001,0.729838747,0.208153513,Neu,0.032563213,0.026042001,0.044579575,0.066986346,0.348911196,0.729838747,II,NA,NA,NA,NA,NA,NA,,OpenSea,FAM65B;FAM65B,,,chr6:24936720-24937135,3,,,TSS1500,105362,RIPOR2,uc011dju.2
cg14172797,chr17,64428103,64428104,0.111295956,0.937425829,0.784684448,Mono,0.937353377,0.91096867,0.937425829,0.93099599,0.111295956,0.880066866,II,rs76501079,0.063944,NA,NA,NA,NA,,OpenSea,PRKCA,,,chr17:64428060-64428295,3,,,Body,202546,APOH,uc002jfn.4
cg14185420,chr3,127480423,127480424,0.040117616,0.399843065,0.151429208,CD8T,0.399843065,0.31165439,0.054950781,0.058678366,0.040117616,0.043331032,II,NA,NA,NA,NA,NA,NA,,OpenSea,MGLL;MGLL;MGLL,,,chr3:127480045-127480795,3,,,Body,25222,MGLL,uc003ejv.4
cg14217091,chr14,103285756,103285757,0.302083657,0.763029728,0.506423793,Mono,0.396833539,0.302083657,0.428501755,0.574194271,0.763029728,0.573899809,II,NA,NA,NA,NA,NA,NA,,OpenSea,TRAF3;TRAF3;TRAF3,,,chr14:103285445-103286010,3,,TRUE,5'UTR,145229,CDC42BPB,uc001ymj.1
cg14426428,chr6,106961936,106961937,0.03794016,0.453722778,0.114514504,NK,0.056824385,0.047876667,0.453722778,0.03794016,0.047611405,0.043111627,II,NA,NA,NA,NA,NA,NA,chr6:106959764-106960985,S_Shore,AIM1,,,chr6:106961600-106962095,3,,TRUE,Body,27071,CRYBG1,uc003pri.4
cg14458725,chr2,143621423,143621424,0.171858483,0.927561958,0.774237473,Mono,0.927561958,0.917402342,0.914185839,0.832562578,0.171858483,0.881853638,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr2:143621410-143621410,chr2:143621120-143621490,3,,,Intergenic,732152,LRP1B,uc002tvj.1
cg14475875,chr3,193856076,193856077,0.030686448,0.591958548,0.218326119,CD4T,0.33747859,0.591958548,0.134850344,0.180971045,0.030686448,0.034011742,II,NA,NA,NA,NA,NA,NA,chr3:193854575-193856015,S_Shore,HES1,,,chr3:193854145-193856130,3,,TRUE,3'UTR,2144,HES1,uc011bst.2
cg14503291,chr17,47838533,47838534,0.051594994,0.533671722,0.183129641,Bcell,0.114274836,0.155421777,0.051594994,0.533671722,0.128694576,0.11511994,II,NA,NA,NA,NA,NA,NA,chr17:47840834-47841377,N_Shelf,FAM117A,,,chr17:47838360-47838735,3,,TRUE,Body,2983,FAM117A,uc002ipk.3
cg14510967,chr11,2321803,2321804,0.028518422,0.309035693,0.082434888,CD4T,0.059541269,0.309035693,0.038074342,0.029423432,0.028518422,0.030016169,II,rs74048215,0.010979,NA,NA,NA,NA,,OpenSea,C11orf21;TSPAN32;C11orf21,,,chr11:2321520-2322075,3,,TRUE,Body,1338,C11orf21,uc001lvv.2
cg14557721,chr8,622807,622808,0.071399975,0.76766292,0.629628979,Mono,0.763902479,0.725170449,0.76766292,0.762740729,0.071399975,0.686897322,II,rs1020566,0.00024,NA,NA,NA,NA,chr8:623372-623710,N_Shore,ERICH1;ERICH1,,,chr8:622585-623115,3,,,Body,127025,TDRP,uc022aqm.2
cg14637146,chr1,192508256,192508257,0.033854853,0.547230509,0.149343324,Neu,0.062657991,0.052533888,0.132173797,0.033854853,0.067608908,0.547230509,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr1:192508100-192508390,3,,,Intergenic,520265,UCHL5,uc001gsm.3
cg14829660,chr8,142201574,142201575,0.721986055,0.906991,0.77653938,Mono,0.746787225,0.721986055,0.780520075,0.762975822,0.906991,0.739976105,II,NA,NA,rs60082856,0.051188,NA,NA,,OpenSea,DENND3,,,,,,TRUE,Body,37097,SLC45A4,uc003ywc.1
cg14896463,chr7,116592956,116592957,0.250684561,0.596565027,0.389493418,CD8T,0.596565027,0.460897798,0.362077396,0.414783594,0.251952134,0.250684561,II,NA,NA,NA,NA,NA,NA,chr7:116593880-116594325,N_Shore,ST7OT4;ST7OT1;ST7;ST7,,,chr7:116592885-116593170,3,,TRUE,TSS1500,1430,ST7-AS1,uc003vim.4
cg14898005,chr16,28118377,28118378,0.318528986,0.949546681,0.839208932,Mono,0.949546681,0.941091185,0.94285506,0.942032576,0.318528986,0.941199104,II,NA,NA,NA,NA,NA,NA,,OpenSea,XPO6;XPO6,,,,,,,Body,43546,GSG1L,uc002doz.2
cg14969185,chr1,160073266,160073267,0.426464564,0.745122881,0.656564287,NK,0.674628243,0.716762964,0.426464564,0.714535642,0.745122881,0.661871429,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,,,,TRUE,Intergenic,12252,ATP1A2,uc001fvb.2
cg15014975,chr1,25257547,25257548,0.610904615,0.963038901,0.872018173,CD8T,0.610904615,0.906793642,0.849735143,0.963038901,0.961061205,0.940575531,I,NA,NA,NA,NA,NA,NA,chr1:25255527-25259005,Island,RUNX3;RUNX3,,,chr1:25257325-25257575,3,,TRUE,TSS1500,33926,RUNX3,uc009vrj.3
cg15278204,chr12,111126594,111126595,0.035015245,0.531799644,0.195724856,CD8T,0.531799644,0.386067488,0.082834655,0.035015245,0.067738397,0.070893709,I,NA,NA,NA,NA,NA,NA,chr12:111126611-111127347,N_Shore,HVCN1;HVCN1;HVCN1,,,chr12:111126020-111127955,3,,,5'UTR,366,HVCN1,uc001trs.2
cg15332094,chr22,46989553,46989554,0.025857259,0.825323437,0.260114496,CD4T,0.457438304,0.825323437,0.191289404,0.029184833,0.031593738,0.025857259,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr22:46989093-46989093,chr22:46988980-46989595,3,,,Intergenic,33093,GRAMD4,uc003bhx.3
cg15420606,chr12,123122585,123122586,0.182321353,0.791014305,0.435260297,CD8T,0.791014305,0.477600345,0.520751031,0.442204185,0.182321353,0.197670563,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr12:123122420-123122670,3,,,Intergenic,110775,KNTC1,uc001ucv.3
cg15474337,chr19,50848247,50848248,0.030695744,0.707594244,0.21153446,Neu,0.195351831,0.201318083,0.102279388,0.030695744,0.031967472,0.707594244,II,NA,NA,rs73932462,0.015554,rs73932462,0.015554,,OpenSea,NAPSB,,,chr19:50848245-50848470,3,,TRUE,TSS1500,241,NAPSB,uc002prw.3
cg15627281,chr12,125240418,125240419,0.059504527,0.525155889,0.218528813,CD4T,0.230630601,0.525155889,0.059504527,0.242400686,0.096229152,0.157252023,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr12:125239385-125240435,3,,,Intergenic,108099,SCARB1,uc001ugm.4
cg15827606,chr17,16877241,16877242,0.037593004,0.897420069,0.742185607,Bcell,0.879565138,0.850014019,0.892998279,0.037593004,0.895523134,0.897420069,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr17:16876845-16877375,3,,,Intergenic,68831,MPRIP,uc002gqu.2
cg15854154,chr10,73592958,73592959,0.448324885,0.86925137,0.590763144,Neu,0.582404456,0.543722378,0.501760996,0.448324885,0.59911478,0.86925137,II,NA,NA,NA,NA,NA,NA,,OpenSea,PSAP;PSAP;PSAP,,,chr10:73592805-73593015,3,,,Body,21317,CDH23,uc001jsj.4
cg15901239,chr16,4192436,4192437,0.056930555,0.865430925,0.358458934,Neu,0.277864197,0.297788914,0.161571773,0.491167242,0.056930555,0.865430925,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr16:4192280-4192695,3,,,Intergenic,26249,ADCY9,uc002cvx.3
cg15985709,chr5,14385424,14385425,0.392447386,0.936282344,0.742613716,CD8T,0.392447386,0.815350783,0.799779526,0.936282344,0.919234966,0.592587292,II,rs77606740,0.017376,NA,NA,NA,NA,,OpenSea,TRIO,,,chr5:14385185-14385635,3,,,Body,92302,TRIO,uc003jfh.1
cg16007063,chr7,50575986,50575987,0.594180159,0.934448993,0.856878453,NK,0.892861453,0.898796185,0.594180159,0.934448993,0.927186332,0.8937976,II,NA,NA,NA,NA,NA,NA,,OpenSea,DDC;DDC;DDC;DDC;DDC;DDC;DDC,,,chr7:50575845-50576270,3,,,Body,23469,DDC-AS1,uc022adg.1
cg16090701,chr13,24844242,24844243,0.026035244,0.579673713,0.158885569,Bcell,0.096432784,0.061297474,0.151820662,0.579673713,0.038053537,0.026035244,II,NA,NA,NA,NA,NA,NA,,OpenSea,SPATA13;SPATA13;SPATA13;SPATA13;SPATA13;SPATA13,,,chr13:24844040-24844270,3,,,TSS1500,15664,SPATA13-AS1,uc031qkt.1
cg16254746,chr6,30698843,30698844,0.0481021,0.293532153,0.119691351,NK,0.124825088,0.0481021,0.293532153,0.087333253,0.086479733,0.077875778,II,NA,NA,NA,NA,NA,NA,,OpenSea,FLOT1,,,chr6:30698660-30698935,3,,TRUE,Body,9419,TUBB,uc011dmq.2
cg16474930,chr20,44061200,44061201,0.02967113,0.240567732,0.078378022,CD4T,0.103042351,0.240567732,0.034079559,0.031430742,0.031476617,0.02967113,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr20:44061000-44061235,3,,,Intergenic,12653,PIGT,uc010zxb.2
cg16494350,chr5,148421302,148421303,0.064659608,0.872576297,0.693607568,Mono,0.82439493,0.724380781,0.872576297,0.821028155,0.064659608,0.85460564,II,NA,NA,NA,NA,NA,NA,,OpenSea,SH3TC2,,,,,,,Body,21433,SH3TC2,uc003lpp.1
cg16567823,chr16,85815790,85815791,0.038042508,0.941920916,0.780489257,Neu,0.941920916,0.934591488,0.92977198,0.941512542,0.897096108,0.038042508,II,rs16939705,0.02924,NA,NA,NA,NA,,OpenSea,EMC8;EMC8,,,chr16:85815520-85815915,3,,,Body,17381,COX4I1,uc002fje.3
cg16610524,chr1,161922773,161922774,0.074654267,0.932671952,0.738666433,Mono,0.932671952,0.923744072,0.91320874,0.823666732,0.074654267,0.764052834,II,NA,NA,NA,NA,NA,NA,,OpenSea,ATF6,,,,,,,Body,32247,OLFML2B,uc001gbt.3
cg16649792,chr5,34001680,34001681,0.050081861,0.938158548,0.771628215,Neu,0.938158548,0.927238863,0.918754878,0.928073185,0.867461953,0.050081861,II,rs42440,0.118911,NA,NA,NA,NA,,OpenSea,AMACR;AMACR;AMACR;C1QTNF3-AMACR,,,chr5:34001320-34001895,3,,,Body,65188,RXFP3,uc003jic.2
cg16681873,chr19,1090978,1090979,0.201254906,0.820389088,0.644007274,CD8T,0.201254906,0.516784868,0.761558608,0.820389088,0.800472852,0.763583324,II,NA,NA,NA,NA,NA,NA,chr19:1093223-1093452,N_Shelf,POLR2E,,,,,,TRUE,Body,4411,POLR2E,uc002lre.4
cg16730327,chr1,223054067,223054068,0.049691599,0.55711455,0.227591988,Neu,0.121600464,0.186230114,0.049691599,0.210533808,0.240381392,0.55711455,II,NA,NA,NA,NA,NA,NA,,OpenSea,DISP1,,,chr1:223053965-223054195,3,,,5'UTR,65635,DISP1,uc001hnu.2
cg16851138,chr8,117862586,117862587,0.491506162,0.917623883,0.832940609,NK,0.912134845,0.894176478,0.491506162,0.917623883,0.908339718,0.873862568,II,NA,NA,NA,NA,NA,NA,,OpenSea,RAD21,,,,,,,Body,24075,RAD21-AS1,uc003yoe.3
cg16893868,chr19,55084269,55084270,0.030756436,0.593623766,0.191925755,NK,0.225880218,0.174193864,0.593623766,0.091289979,0.035810267,0.030756436,II,NA,NA,NA,NA,NA,NA,,OpenSea,LILRA2;LILRA2,,,chr19:55084240-55084435,3,,TRUE,TSS1500,211,LILRA2,uc010ern.3
cg16905438,chr1,155930426,155930427,0.041199832,0.923277036,0.772515614,Bcell,0.923277036,0.922546923,0.917978924,0.041199832,0.917767744,0.912323228,II,NA,NA,NA,NA,NA,NA,,OpenSea,ARHGEF2;ARHGEF2;ARHGEF2,,,chr1:155930060-155930470,3,,,Body,17538,ARHGEF2,uc001fmr.2
cg16941568,chr11,1575781,1575782,0.321925038,0.601846748,0.410064142,CD8T,0.601846748,0.461907852,0.361685208,0.355822894,0.321925038,0.357197113,II,NA,NA,NA,NA,NA,NA,chr11:1577705-1579091,N_Shore,HCCA2;DUSP8,,,chr11:1575465-1575795,3,,TRUE,Body,18188,KRTAP5-AS1,uc009ycx.2
cg17032689,chr11,102175583,102175584,0.252736376,0.784188896,0.490617169,Mono,0.453454414,0.252736376,0.33609162,0.482628396,0.784188896,0.634603313,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr11:102175501-102175501,,,,,Intergenic,148190,TMEM123,uc001pha.3
cg17139858,chr9,130672087,130672088,0.27677776,0.860342685,0.735894902,NK,0.848866775,0.860342685,0.27677776,0.831132473,0.82723114,0.771018577,II,NA,NA,NA,NA,NA,NA,chr9:130674546-130674958,N_Shelf,ST6GALNAC4;ST6GALNAC4,,,chr9:130672040-130672350,3,,,Body,7216,ST6GALNAC4,uc004bss.3
cg17195809,chr2,216620680,216620681,0.083856267,0.923190127,0.766928855,Mono,0.908572621,0.908957234,0.910406753,0.923190127,0.083856267,0.86659013,II,NA,NA,NA,NA,NA,NA,,OpenSea,LINC00607,,chr2:216620341-216620341,,,,,Body,71444,LINC00607,uc002vfn.1
cg17311916,chr2,30661265,30661266,0.564228857,0.934097919,0.835833258,CD4T,0.801194852,0.564228857,0.876756978,0.91263056,0.934097919,0.92609038,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr2:30661020-30661270,3,,,Intergenic,305178,CAPN13,uc002rnm.3
cg17578755,chr11,1299291,1299292,0.703938106,0.980823537,0.931820286,NK,0.98016857,0.973800343,0.703938106,0.980823537,0.979669137,0.972522025,I,NA,NA,NA,NA,NA,NA,chr11:1299275-1299478,Island,TOLLIP,,,chr11:1299185-1299555,3,,TRUE,Body,31645,TOLLIP-AS1,uc001ltg.4
cg17621960,chr16,81681224,81681225,0.605450214,0.950669596,0.887012441,NK,0.940043732,0.940622013,0.605450214,0.950669596,0.948903133,0.936385959,II,NA,NA,NA,NA,NA,NA,,OpenSea,CMIP;CMIP,,,chr16:81681220-81681455,3,,,Body,17733,LOC100129617,uc021tlt.1
cg17679268,chr7,152014417,152014418,0.09338405,0.893903466,0.715311296,NK,0.857138628,0.893903466,0.09338405,0.86110539,0.791766158,0.794570085,II,NA,NA,NA,NA,NA,NA,,OpenSea,KMT2C,,,chr7:152014365-152014870,3,,,Body,119561,FABP5P3,uc003wlb.3
cg17851021,chr5,1097374,1097375,0.486886727,0.920651213,0.834869903,CD8T,0.486886727,0.905289577,0.895307824,0.909161513,0.920651213,0.891922565,II,rs57354118,0.056931,NA,NA,NA,NA,chr5:1099394-1099736,N_Shelf,SLC12A7,,,,,,TRUE,Body,34284,MIR4635,uc021xvy.1
cg17960629,chr2,36877454,36877455,0.474333034,0.851052978,0.587895799,Neu,0.507148865,0.474333034,0.514802292,0.652111223,0.527926402,0.851052978,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr2:36877200-36877510,3,,TRUE,Intergenic,46377,VIT,uc002rpk.3
cg17978283,chr17,79007529,79007530,0.023111061,0.585983993,0.226012922,CD8T,0.585983993,0.447670202,0.185939998,0.087594591,0.02577769,0.023111061,II,NA,NA,NA,NA,NA,NA,chr17:79008929-79009762,N_Shore,BAIAP2;BAIAP2;BAIAP2;BAIAP2;BAIAP2-AS1,,,chr17:79007340-79007875,3,,,TSS1500,1416,BAIAP2,uc002jyz.4
cg17999639,chr3,184360694,184360695,0.093917198,0.562773379,0.258810333,CD8T,0.562773379,0.379252768,0.279543727,0.142443986,0.094930943,0.093917198,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr3:184360460-184360795,3,,,Intergenic,69140,MAGEF1,uc003fpa.3
cg18133012,chr6,135995357,135995358,0.697410781,0.937242087,0.881281273,CD4T,0.894584141,0.697410781,0.934682186,0.937242087,0.924221074,0.899547367,II,rs9483866,0.023171,NA,NA,NA,NA,,OpenSea,C6orf217,,,,,,TRUE,Body,177475,PDE7B,uc003qgp.3
cg18179862,chr17,76381935,76381936,0.142218413,0.869702375,0.371343609,NK,0.490184396,0.206322882,0.869702375,0.245475763,0.274157826,0.142218413,II,NA,NA,NA,NA,NA,NA,,OpenSea,PGS1;PGS1;PGS1;PGS1,,,chr17:76381760-76382030,3,,,Body,7199,PGS1,uc002jvm.3
cg18225225,chr4,85495786,85495787,0.042295633,0.885744898,0.702811359,Mono,0.858669677,0.867042341,0.885744898,0.846519289,0.042295633,0.716596314,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr4:85495597-85495597,,,,,Intergenic,8269,CDS1,uc011ccv.2
cg18249896,chr18,56325660,56325661,0.039501089,0.44311005,0.139487289,Neu,0.043917427,0.042560621,0.130662333,0.039501089,0.137172216,0.44311005,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr18:56325382-56325382,chr18:56325385-56325715,3,,,Intergenic,12956,MALT1,uc002lhm.1
cg18285377,chr1,11025263,11025264,0.027016649,0.32382761,0.088275621,CD4T,0.080451572,0.32382761,0.033014247,0.035530492,0.029813158,0.027016649,II,NA,NA,NA,NA,NA,NA,,OpenSea,C1orf127;C1orf127,,,chr1:11025040-11025350,3,,TRUE,TSS1500,934,C1orf127,uc001arr.2
cg18467034,chr7,155795476,155795477,0.523933284,0.905102548,0.804323536,CD8T,0.523933284,0.809302143,0.798383179,0.886858186,0.902361877,0.905102548,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr7:155795365-155795835,3,,,Intergenic,442804,LOC285889,uc003wml.1
cg18494987,chr7,155795506,155795507,0.439452524,0.935924814,0.79085701,CD8T,0.439452524,0.740666072,0.812764918,0.891713687,0.935924814,0.924620043,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr7:155795365-155795835,3,,,Intergenic,442774,LOC285889,uc003wml.1
cg18559386,chr10,14604648,14604649,0.041906196,0.878590569,0.323135437,Bcell,0.255990393,0.261913838,0.242504598,0.878590569,0.25790703,0.041906196,II,NA,NA,NA,NA,NA,NA,,OpenSea,FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B,,,chr10:14604620-14604990,3,,,5'UTR,9538,FAM107B,uc009xjg.1
cg18566452,chr3,139305596,139305597,0.247670057,0.904035002,0.54247142,Neu,0.510865572,0.517818432,0.247670057,0.489710514,0.584728941,0.904035002,II,NA,NA,NA,NA,NA,NA,,OpenSea,NMNAT3;NMNAT3,,,chr3:139305580-139305815,3,,,Body,46924,RBP1,uc003eti.2
cg18597176,chr9,137822472,137822473,0.024311991,0.721084559,0.255831556,Mono,0.058201971,0.049243406,0.073668694,0.024311991,0.721084559,0.608478717,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr9:137822306-137822306,chr9:137822305-137822735,3,,,Intergenic,49813,FCN2,uc004cfg.1
cg18624930,chr14,61970191,61970192,0.027806418,0.468407931,0.160203775,Mono,0.041578452,0.058010441,0.038154484,0.027806418,0.468407931,0.327264927,II,NA,NA,NA,NA,NA,NA,,OpenSea,PRKCH,,,chr14:61969845-61970555,3,,,Body,26305,PRKCH,uc010tsb.2
cg18654102,chr2,96823638,96823639,0.058726421,0.332833981,0.151629224,NK,0.118060004,0.158243375,0.332833981,0.12434994,0.058726421,0.11756162,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr2:96823532-96823532,chr2:96823525-96823895,3,,,Intergenic,12458,DUSP2,uc002svk.4
cg18655807,chr8,104418702,104418703,0.105141477,0.893738256,0.372738189,Neu,0.370184658,0.28939974,0.282693758,0.105141477,0.295271243,0.893738256,II,NA,NA,NA,NA,NA,NA,,OpenSea,SLC25A32;SLC25A32;SLC25A32,,,chr8:104418560-104418970,3,,,Body,8859,SLC25A32,uc003yll.4
cg18670770,chr4,121991672,121991673,0.28326985,0.85743311,0.463470616,CD8T,0.85743311,0.616494645,0.34532758,0.389865857,0.28326985,0.288432657,I,NA,NA,NA,NA,NA,NA,chr4:121992003-121993703,N_Shore,C4orf31,,,chr4:121991480-121991775,3,,TRUE,5'UTR,1999,NDNF,uc003idq.1
cg18688142,chr6,144657165,144657166,0.032151635,0.837782681,0.279993446,Neu,0.176378876,0.299722912,0.04565565,0.032151635,0.288268924,0.837782681,II,NA,NA,NA,NA,NA,NA,,OpenSea,UTRN,,chr6:144657152-144657152,chr6:144657060-144657335,3,,,Body,1335300,EPM2A,uc003qku.3
cg18786123,chr12,47787067,47787068,0.023916552,0.481806153,0.125161046,NK,0.10338717,0.059170988,0.481806153,0.058755214,0.023930199,0.023916552,II,rs9634311,0.282542,NA,NA,NA,NA,,OpenSea,,,chr12:47786916-47786916,chr12:47786880-47787150,3,,TRUE,Intergenic,176840,PCED1B-AS1,uc001rpp.2
cg18886071,chr1,160617057,160617058,0.032993878,0.528270707,0.147074252,NK,0.153696335,0.041977891,0.528270707,0.048111057,0.077395642,0.032993878,II,NA,NA,rs2295613,0.152709,NA,NA,,OpenSea,SLAMF1;SLAMF1,,,chr1:160616685-160617115,3,,TRUE,5'UTR,22,SLAMF1,uc001fwl.4
cg18890248,chr13,34440333,34440334,0.029007572,0.938900062,0.764829839,Bcell,0.938900062,0.931334218,0.910394387,0.029007572,0.916619047,0.86272375,II,NA,NA,NA,NA,NA,NA,,OpenSea,RFC3,,,chr13:34440180-34440435,3,,,Body,48126,RFC3,uc010ted.1
cg18974164,chr11,119564147,119564148,0.373143137,0.729097239,0.519027924,Mono,0.454290071,0.470153669,0.373143137,0.500614994,0.729097239,0.586868432,II,NA,NA,NA,NA,NA,NA,,OpenSea,PVRL1;PVRL1;PVRL1,,chr11:119564027-119564027,chr11:119563185-119564395,3,,,Body,35286,NECTIN1,uc001pwu.1
cg19081636,chr6,149469744,149469745,0.037824913,0.410363464,0.102850298,Bcell,0.043208841,0.047518095,0.039307579,0.410363464,0.038878896,0.037824913,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr6:149469483-149469483,chr6:149469480-149469790,3,,,Intergenic,183923,UST-AS1,uc003qmh.2
cg19172427,chr14,72009222,72009223,0.049100221,0.404355616,0.129520274,NK,0.098765888,0.1068583,0.404355616,0.059359351,0.058682271,0.049100221,II,rs35415083,0.13312,NA,NA,NA,NA,,OpenSea,SIPA1L1;SIPA1L1,,,chr14:72009080-72009350,3,,,5'UTR,43774,SIPA1L1,uc001xmu.3
cg19174924,chr8,68287227,68287228,0.047061749,0.912500819,0.753145599,Neu,0.887839763,0.899412025,0.907671472,0.912500819,0.86438777,0.047061749,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr8:68286920-68287395,3,,,Intergenic,31314,ARFGEF1,uc003xxo.2
cg19205064,chr6,33284839,33284840,0.255654081,0.823625945,0.64690058,CD4T,0.57147776,0.255654081,0.668342323,0.823625945,0.817905837,0.744397533,II,rs115890877,0.012598,NA,NA,NA,NA,chr6:33285367-33285617,N_Shore,ZBTB22;ZBTB22,,,,,,TRUE,5'UTR,671,ZBTB22,uc003oeb.3
cg19215266,chr10,35417163,35417164,0.261734365,0.817718696,0.491977908,Mono,0.326447354,0.261734365,0.408277764,0.569900086,0.817718696,0.56778918,II,rs7902166,0.018462,NA,NA,NA,NA,chr10:35415788-35416685,S_Shore,CREM;CREM;CREM;CREM;CREM;CREM,,,chr10:35417000-35417510,3,,TRUE,5'UTR,9545,CREM,uc001iyd.3
cg19269039,chr1,111743200,111743201,0.032621598,0.872629398,0.240113854,Bcell,0.032621598,0.03642501,0.049711466,0.872629398,0.10897621,0.340319442,II,NA,NA,NA,NA,NA,NA,chr1:111746337-111747303,N_Shelf,DENND2D;DENND2D,low-CpG:111544264-111544835,,chr1:111742465-111743675,3,,TRUE,1stExon,123,DENND2D,uc001eak.2
cg19270965,chr17,40856988,40856989,0.378321162,0.913303806,0.554251064,Neu,0.430577492,0.408061604,0.577658721,0.378321162,0.617583599,0.913303806,II,NA,NA,NA,NA,NA,NA,,OpenSea,EZH1,,,chr17:40856920-40857275,3,,,Body,22355,CNTNAP1,uc002iay.3
cg19279471,chr6,160404451,160404452,0.02750817,0.504697559,0.162635847,Bcell,0.114494837,0.241442473,0.055317213,0.504697559,0.03235483,0.02750817,II,NA,NA,NA,NA,NA,NA,,OpenSea,IGF2R,,chr6:160404300-160404300,chr6:160404205-160404510,3,,,Body,14319,IGF2R,uc003qta.3
cg19349476,chr13,101315254,101315255,0.423435361,0.919887776,0.83235762,NK,0.913663031,0.91017674,0.423435361,0.914965723,0.919887776,0.912017091,II,NA,NA,NA,NA,NA,NA,,OpenSea,TMTC4;TMTC4,,,,,,TRUE,Body,11847,TMTC4,uc001vot.3
cg19580293,chr10,126790228,126790229,0.050988909,0.900934643,0.722824133,Neu,0.828106171,0.836190193,0.87639833,0.900934643,0.844326554,0.050988909,II,NA,NA,NA,NA,NA,NA,,OpenSea,CTBP2;CTBP2;CTBP2;CTBP2,,,chr10:126790140-126790415,3,,,5'UTR,159535,ZRANB1,uc001lic.3
cg19691546,chr11,46368295,46368296,0.152579047,0.668222981,0.345720595,CD8T,0.668222981,0.444595024,0.270443916,0.378124641,0.152579047,0.160357959,II,NA,NA,NA,NA,NA,NA,chr11:46368650-46369660,N_Shore,DGKZ;DGKZ;DGKZ;DGKZ;DGKZ;DGKZ,,,,,,,TSS1500,1477,DGKZ,uc001nci.2
cg20030158,chr5,176966387,176966388,0.088959721,0.953429021,0.804268296,Neu,0.953429021,0.947929545,0.940897534,0.947769386,0.946624567,0.088959721,II,NA,NA,NA,NA,NA,NA,,OpenSea,FAM193B;FAM193B,,,,,,,Body,238,FAM193B,uc003mhv.3
cg20075442,chr21,43706240,43706241,0.020725769,0.498374362,0.173129391,Neu,0.20939402,0.249087218,0.029789982,0.020725769,0.031404998,0.498374362,II,NA,NA,NA,NA,NA,NA,,OpenSea,ABCG1;ABCG1;ABCG1;ABCG1;ABCG1;ABCG1,,,chr21:43706045-43706430,3,,,Body,249,ABCG1,uc010gpb.2
cg20096463,chr12,65478524,65478525,0.363714599,0.926525555,0.82985533,NK,0.926525555,0.925022142,0.363714599,0.924713141,0.924764622,0.914391919,II,NA,NA,NA,NA,NA,NA,,OpenSea,WIF1,,,chr12:65478420-65478670,3,,,Body,84825,LEMD3,uc001ssl.2
cg20290017,chr9,113831239,113831240,0.15024463,0.945111037,0.803242234,Mono,0.945111037,0.936245191,0.939170588,0.937610143,0.15024463,0.911071818,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr9:113831010-113831010,chr9:113831120-113831755,3,,,Intergenic,400187,MUSK,uc004bez.2
cg20367218,chr11,66083224,66083225,0.557518614,0.944281093,0.868849029,CD8T,0.557518614,0.925214664,0.930095733,0.922976359,0.944281093,0.933007713,II,NA,NA,NA,NA,NA,NA,chr11:66083572-66083782,N_Shore,CD248,,,,,,TRUE,1stExon,1289,CD248,uc001ohm.1
